invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I320496,C472457,Male,39,Clothing,4,1200.32,Credit Card,13-01-2023,Forum Istanbul
I453737,C245565,Female,27,Clothing,3,900.24,Credit Card,03-03-2022,Istinye Park
I757911,C318049,Male,37,Toys,4,143.36,Cash,20-05-2021,Cevahir AVM
I323948,C137694,Male,53,Food & Beverage,3,15.69,Cash,16-02-2023,Kanyon
I112259,C175200,Male,43,Cosmetics,1,40.66,Credit Card,12-07-2021,Forum Istanbul
I118678,C185467,Male,28,Toys,3,107.52,Cash,09-01-2022,Mall of Istanbul
I283249,C322136,Male,29,Clothing,4,1200.32,Credit Card,16-06-2022,Kanyon
I187189,C683273,Male,40,Clothing,4,1200.32,Credit Card,24-01-2022,Istinye Park
I257616,C269638,Female,58,Clothing,4,1200.32,Debit Card,12-10-2022,Kanyon
I332867,C244768,Female,66,Books,1,15.15,Cash,30-07-2022,Metropol AVM
I177031,C627558,Female,49,Cosmetics,2,81.32,Cash,16-11-2022,Forum Istanbul
I151701,C920596,Male,49,Clothing,2,600.16,Debit Card,31-03-2022,Metropol AVM
I288674,C833483,Male,60,Technology,1,1050,Credit Card,12-03-2022,Kanyon
I199817,C369733,Male,57,Books,1,15.15,Debit Card,24-10-2022,Mall of Istanbul
I246003,C154604,Male,46,Clothing,1,300.08,Debit Card,01-08-2021,Metrocity
I210025,C335161,Female,63,Clothing,5,1500.4,Debit Card,31-10-2021,Metropol AVM
I297592,C162309,Male,48,Food & Beverage,5,26.15,Debit Card,15-08-2021,Forum Istanbul
I453056,C569118,Female,57,Clothing,5,1500.4,Debit Card,03-04-2022,Kanyon
I117593,C131579,Female,40,Clothing,5,1500.4,Credit Card,04-05-2022,Metrocity
I270491,C266349,Female,33,Cosmetics,4,162.64,Cash,16-04-2021,Zorlu Center
I439007,C152077,Male,46,Cosmetics,1,40.66,Credit Card,10-07-2021,Metropol AVM
I759716,C179184,Female,43,Cosmetics,1,40.66,Cash,25-04-2021,Metrocity
I322854,C289504,Male,45,Clothing,3,900.24,Cash,09-12-2022,Istinye Park
I314442,C851697,Female,39,Books,5,75.75,Credit Card,04-01-2023,Metropol AVM
I323790,C212937,Female,58,Shoes,5,3000.85,Credit Card,16-10-2021,Zorlu Center
I298309,C105391,Male,28,Toys,1,35.84,Cash,22-01-2022,Istinye Park
I214481,C102366,Male,56,Shoes,5,3000.85,Credit Card,30-08-2022,Istinye Park
I315324,C228858,Female,61,Clothing,3,900.24,Credit Card,02-03-2022,Forum Istanbul
I295488,C137760,Male,32,Food & Beverage,2,10.46,Credit Card,12-11-2022,Zorlu Center
I277787,C332750,Male,58,Clothing,4,1200.32,Credit Card,19-03-2021,Emaar Square Mall
I195631,C219593,Female,61,Souvenir,3,35.19,Debit Card,11-07-2021,Mall of Istanbul
I336794,C193274,Female,22,Food & Beverage,1,5.23,Cash,02-08-2022,Emaar Square Mall
I233231,C250609,Female,64,Food & Beverage,5,26.15,Cash,03-02-2022,Istinye Park
I271914,C220564,Male,35,Shoes,3,1800.51,Debit Card,04-11-2022,Kanyon
I132664,C451148,Female,19,Toys,3,107.52,Cash,18-07-2022,Kanyon
I547257,C333203,Male,66,Clothing,1,300.08,Cash,30-01-2021,Kanyon
I338169,C194393,Male,60,Books,1,15.15,Credit Card,10-08-2021,Viaport Outlet
I234807,C148324,Female,27,Clothing,5,1500.4,Debit Card,27-10-2022,Kanyon
I288981,C205857,Female,32,Cosmetics,5,203.3,Cash,15-04-2022,Metropol AVM
I279029,C148354,Female,42,Souvenir,4,46.92,Credit Card,18-03-2022,Metropol AVM
I847530,C279055,Male,58,Cosmetics,1,40.66,Debit Card,18-10-2021,Metrocity
I195270,C317188,Male,66,Souvenir,1,11.73,Credit Card,09-01-2021,Kanyon
I229717,C175236,Female,54,Food & Beverage,1,5.23,Cash,20-06-2021,Mall of Istanbul
I262083,C152875,Male,30,Food & Beverage,3,15.69,Cash,10-04-2021,Cevahir AVM
I318556,C177936,Male,64,Clothing,5,1500.4,Cash,19-07-2022,Istinye Park
I105218,C484664,Female,28,Souvenir,2,23.46,Cash,20-02-2022,Metrocity
I129344,C334649,Female,30,Clothing,3,900.24,Cash,21-09-2022,Mall of Istanbul
I507491,C218800,Female,49,Technology,3,3150,Cash,27-09-2021,Kanyon
I966297,C121541,Female,23,Clothing,3,900.24,Debit Card,15-09-2021,Kanyon
I310552,C531490,Female,22,Food & Beverage,1,5.23,Cash,15-02-2022,Kanyon
I187771,C220461,Female,58,Cosmetics,1,40.66,Debit Card,08-09-2022,Metrocity
I281054,C110755,Female,22,Books,5,75.75,Cash,02-09-2022,Kanyon
I283927,C746572,Female,20,Cosmetics,4,162.64,Debit Card,30-10-2022,Istinye Park
I320851,C151866,Female,34,Clothing,4,1200.32,Debit Card,03-05-2021,Mall of Istanbul
I128645,C243702,Female,56,Clothing,4,1200.32,Debit Card,27-02-2022,Istinye Park
I860599,C325460,Male,46,Clothing,1,300.08,Credit Card,12-04-2021,Mall of Istanbul
I219513,C494925,Male,45,Clothing,3,900.24,Credit Card,24-03-2021,Istinye Park
I160545,C316812,Male,43,Toys,5,179.2,Credit Card,28-11-2022,Kanyon
I241813,C259650,Male,54,Clothing,5,1500.4,Cash,04-02-2023,Istinye Park
I199956,C270597,Female,45,Cosmetics,1,40.66,Credit Card,01-04-2021,Istinye Park
I826044,C336073,Female,44,Toys,3,107.52,Cash,14-07-2021,Metropol AVM
I280091,C277636,Female,18,Souvenir,4,46.92,Cash,01-03-2023,Metrocity
I469098,C272944,Male,65,Shoes,4,2400.68,Debit Card,24-10-2022,Metropol AVM
I584641,C198772,Female,59,Clothing,1,300.08,Cash,06-12-2022,Forum Istanbul
I504058,C320331,Female,32,Food & Beverage,2,10.46,Cash,30-07-2021,Kanyon
I106639,C320849,Female,36,Shoes,2,1200.34,Cash,17-08-2021,Kanyon
I604957,C103395,Female,19,Clothing,1,300.08,Cash,30-11-2022,Istinye Park
I187370,C339350,Female,29,Books,3,45.45,Credit Card,10-03-2022,Metrocity
I752673,C885441,Male,38,Technology,4,4200,Credit Card,05-12-2022,Kanyon
I141877,C110372,Male,34,Clothing,3,900.24,Debit Card,18-11-2022,Metropol AVM
I712241,C136012,Male,69,Technology,4,4200,Credit Card,31-12-2022,Metropol AVM
I143573,C296110,Female,57,Clothing,2,600.16,Cash,11-10-2021,Metropol AVM
I224689,C185439,Female,32,Clothing,4,1200.32,Debit Card,15-09-2021,Kanyon
I175593,C150131,Female,48,Toys,2,71.68,Cash,23-12-2022,Mall of Istanbul
I177200,C197871,Female,42,Food & Beverage,1,5.23,Debit Card,22-02-2023,Viaport Outlet
I935961,C753862,Female,24,Food & Beverage,4,20.92,Credit Card,16-01-2022,Metropol AVM
I135566,C306867,Male,68,Clothing,2,600.16,Cash,24-02-2023,Metropol AVM
I241446,C214743,Male,67,Toys,2,71.68,Cash,01-01-2023,Kanyon
I285705,C953085,Male,31,Technology,4,4200,Cash,13-09-2021,Mall of Istanbul
I312730,C277415,Male,60,Clothing,1,300.08,Credit Card,07-01-2022,Istinye Park
I106687,C335983,Male,20,Clothing,4,1200.32,Cash,05-01-2023,Metrocity
I294120,C145250,Female,34,Cosmetics,3,121.98,Cash,06-03-2022,Metrocity
I193677,C763024,Female,45,Shoes,2,1200.34,Debit Card,10-09-2021,Metropol AVM
I206495,C309927,Male,30,Shoes,1,600.17,Credit Card,12-01-2023,Kanyon
I320477,C303958,Male,37,Clothing,3,900.24,Credit Card,07-01-2021,Mall of Istanbul
I295357,C209077,Female,26,Cosmetics,1,40.66,Credit Card,26-09-2022,Emaar Square Mall
I571169,C280789,Female,64,Clothing,5,1500.4,Credit Card,04-06-2021,Mall of Istanbul
I258534,C922102,Male,44,Technology,5,5250,Credit Card,05-05-2022,Zorlu Center
I262465,C509914,Male,19,Technology,4,4200,Debit Card,25-05-2022,Istinye Park
I266757,C308886,Male,60,Souvenir,4,46.92,Debit Card,29-11-2022,Kanyon
I169832,C188914,Female,53,Clothing,4,1200.32,Credit Card,10-06-2021,Metrocity
I250728,C179098,Male,30,Cosmetics,4,162.64,Cash,24-06-2021,Forum Istanbul
I200329,C474668,Male,44,Shoes,4,2400.68,Cash,02-09-2022,Metropol AVM
I942584,C334317,Male,31,Toys,1,35.84,Debit Card,30-08-2021,Mall of Istanbul
I178338,C326970,Male,57,Food & Beverage,4,20.92,Credit Card,04-05-2022,Metropol AVM
I229929,C299502,Female,37,Clothing,3,900.24,Debit Card,17-01-2022,Forum Istanbul
I288683,C939222,Male,20,Clothing,4,1200.32,Cash,09-07-2022,Viaport Outlet
I138961,C217456,Male,23,Souvenir,3,35.19,Credit Card,05-08-2021,Kanyon
I802719,C288044,Female,27,Clothing,5,1500.4,Cash,25-10-2021,Metropol AVM
I195394,C328660,Female,51,Cosmetics,3,121.98,Credit Card,12-12-2021,Istinye Park
I170017,C324253,Male,21,Technology,4,4200,Credit Card,09-12-2021,Mall of Istanbul
I211919,C208623,Female,60,Food & Beverage,3,15.69,Cash,15-11-2022,Istinye Park
I321071,C954551,Male,49,Cosmetics,4,162.64,Cash,12-02-2021,Mall of Istanbul
I297517,C339149,Male,55,Cosmetics,5,203.3,Debit Card,27-01-2021,Mall of Istanbul
I115753,C241150,Male,62,Food & Beverage,5,26.15,Credit Card,19-04-2021,Istinye Park
I136471,C338189,Male,21,Food & Beverage,5,26.15,Debit Card,02-04-2021,Mall of Istanbul
I273192,C289698,Female,64,Toys,4,143.36,Cash,16-08-2022,Kanyon
I155987,C325103,Male,57,Souvenir,5,58.65,Cash,01-08-2022,Emaar Square Mall
I257283,C256111,Male,58,Clothing,2,600.16,Cash,26-03-2021,Kanyon
I320828,C157623,Female,40,Toys,3,107.52,Cash,23-10-2022,Kanyon
I281208,C149839,Female,44,Cosmetics,5,203.3,Cash,31-07-2022,Emaar Square Mall
I149132,C309930,Male,39,Food & Beverage,5,26.15,Cash,13-04-2021,Zorlu Center
I140633,C302869,Male,55,Books,5,75.75,Cash,06-05-2021,Cevahir AVM
I228653,C789065,Female,43,Cosmetics,4,162.64,Credit Card,11-12-2021,Mall of Istanbul
I111719,C149907,Male,37,Clothing,1,300.08,Cash,05-08-2022,Metrocity
I223855,C310095,Male,55,Clothing,1,300.08,Cash,09-08-2021,Kanyon
I334012,C927868,Male,39,Clothing,1,300.08,Debit Card,31-03-2021,Cevahir AVM
I178136,C177860,Female,65,Toys,3,107.52,Cash,12-11-2021,Istinye Park
I221992,C113568,Male,47,Clothing,4,1200.32,Cash,25-10-2021,Kanyon
I159071,C245748,Male,23,Cosmetics,2,81.32,Debit Card,13-09-2021,Metrocity
I332936,C270709,Female,57,Clothing,3,900.24,Cash,09-05-2022,Viaport Outlet
I118080,C261361,Female,35,Technology,1,1050,Cash,13-02-2021,Viaport Outlet
I224355,C105991,Male,27,Clothing,4,1200.32,Debit Card,23-02-2022,Mall of Istanbul
I244653,C124871,Female,46,Shoes,4,2400.68,Cash,27-08-2022,Kanyon
I397250,C170581,Male,30,Clothing,1,300.08,Cash,06-12-2021,Metrocity
I269574,C285436,Female,30,Clothing,2,600.16,Credit Card,30-07-2021,Kanyon
I171167,C269066,Male,66,Clothing,5,1500.4,Debit Card,21-09-2022,Mall of Istanbul
I208346,C101579,Male,59,Cosmetics,3,121.98,Debit Card,03-02-2022,Mall of Istanbul
I115916,C338582,Male,18,Shoes,5,3000.85,Debit Card,23-08-2022,Istinye Park
I258976,C171807,Female,58,Clothing,4,1200.32,Credit Card,01-09-2021,Mall of Istanbul
I613437,C170116,Female,44,Technology,5,5250,Cash,12-08-2022,Mall of Istanbul
I328664,C311976,Female,53,Souvenir,2,23.46,Cash,03-02-2021,Metrocity
I121868,C101411,Female,24,Cosmetics,5,203.3,Cash,10-09-2021,Mall of Istanbul
I678904,C150398,Female,64,Shoes,4,2400.68,Cash,09-06-2021,Mall of Istanbul
I964061,C336542,Female,18,Souvenir,3,35.19,Debit Card,03-12-2021,Zorlu Center
I554701,C326582,Female,21,Toys,3,107.52,Credit Card,18-11-2021,Istinye Park
I252115,C144558,Female,45,Food & Beverage,5,26.15,Cash,02-01-2021,Istinye Park
I101953,C316666,Male,52,Technology,3,3150,Cash,16-02-2021,Metrocity
I284094,C136784,Male,31,Cosmetics,1,40.66,Credit Card,11-06-2021,Metrocity
I268013,C203249,Female,52,Cosmetics,2,81.32,Cash,14-02-2022,Mall of Istanbul
I228335,C928248,Female,64,Clothing,3,900.24,Credit Card,12-11-2022,Mall of Istanbul
I265038,C663839,Female,33,Food & Beverage,5,26.15,Cash,17-07-2021,Cevahir AVM
I177918,C260482,Male,56,Clothing,4,1200.32,Debit Card,01-11-2021,Metrocity
I244859,C338217,Male,29,Souvenir,5,58.65,Debit Card,22-12-2021,Metrocity
I318281,C164736,Female,41,Souvenir,2,23.46,Cash,08-02-2023,Cevahir AVM
I262830,C247895,Male,36,Food & Beverage,4,20.92,Cash,28-11-2021,Kanyon
I234396,C318177,Female,31,Food & Beverage,3,15.69,Credit Card,23-04-2021,Metrocity
I193049,C280631,Female,44,Clothing,5,1500.4,Cash,06-02-2022,Kanyon
I230897,C178926,Male,56,Shoes,5,3000.85,Credit Card,02-06-2022,Metropol AVM
I163127,C216627,Female,19,Clothing,4,1200.32,Debit Card,11-11-2022,Metrocity
I885570,C107370,Female,48,Cosmetics,1,40.66,Credit Card,13-01-2022,Viaport Outlet
I266672,C122346,Male,59,Shoes,5,3000.85,Debit Card,13-02-2022,Viaport Outlet
I212643,C215812,Female,23,Cosmetics,2,81.32,Cash,28-09-2022,Mall of Istanbul
I235015,C546656,Female,20,Food & Beverage,4,20.92,Debit Card,02-09-2022,Istinye Park
I141833,C101824,Female,22,Clothing,1,300.08,Credit Card,02-10-2021,Kanyon
I303401,C182329,Female,55,Clothing,2,600.16,Cash,04-02-2021,Mall of Istanbul
I135417,C305994,Male,37,Cosmetics,3,121.98,Credit Card,06-09-2022,Cevahir AVM
I189270,C120038,Male,29,Food & Beverage,4,20.92,Credit Card,30-06-2021,Kanyon
I336053,C170298,Female,69,Clothing,4,1200.32,Cash,15-07-2022,Metropol AVM
I266127,C319481,Female,55,Cosmetics,1,40.66,Credit Card,06-10-2021,Metrocity
I155865,C244920,Female,55,Cosmetics,4,162.64,Debit Card,26-11-2021,Istinye Park
I327129,C413755,Female,41,Cosmetics,2,81.32,Debit Card,04-02-2021,Mall of Istanbul
I186732,C891375,Female,27,Clothing,5,1500.4,Credit Card,26-08-2022,Kanyon
I254938,C425712,Female,41,Souvenir,2,23.46,Credit Card,08-05-2022,Kanyon
I256253,C405333,Male,45,Food & Beverage,3,15.69,Debit Card,17-03-2022,Emaar Square Mall
I509314,C193427,Female,39,Clothing,1,300.08,Credit Card,03-02-2023,Kanyon
I301088,C208867,Male,44,Food & Beverage,1,5.23,Debit Card,19-07-2021,Viaport Outlet
I208121,C236106,Male,48,Shoes,4,2400.68,Credit Card,05-11-2021,Emaar Square Mall
I291415,C264306,Female,47,Clothing,1,300.08,Credit Card,19-08-2021,Emaar Square Mall
I240463,C674473,Female,29,Cosmetics,1,40.66,Cash,27-05-2021,Forum Istanbul
I797307,C273092,Male,25,Cosmetics,1,40.66,Cash,20-10-2021,Metropol AVM
I232977,C314806,Male,64,Cosmetics,3,121.98,Credit Card,12-12-2022,Istinye Park
I297587,C310834,Male,20,Clothing,5,1500.4,Cash,11-11-2021,Viaport Outlet
I199851,C236488,Female,54,Food & Beverage,4,20.92,Debit Card,02-06-2021,Istinye Park
I104142,C168396,Male,41,Clothing,5,1500.4,Cash,03-12-2021,Kanyon
I305296,C462763,Female,60,Food & Beverage,2,10.46,Credit Card,22-04-2022,Emaar Square Mall
I210408,C299930,Female,68,Clothing,1,300.08,Debit Card,14-01-2022,Mall of Istanbul
I240128,C964027,Male,63,Shoes,1,600.17,Cash,22-10-2021,Metropol AVM
I262913,C200695,Male,62,Food & Beverage,5,26.15,Debit Card,19-03-2021,Kanyon
I252801,C333187,Female,59,Shoes,1,600.17,Cash,29-12-2021,Mall of Istanbul
I970055,C306283,Female,44,Clothing,1,300.08,Cash,14-11-2022,Kanyon
I110965,C142303,Female,22,Cosmetics,1,40.66,Cash,24-01-2021,Emaar Square Mall
I122185,C334463,Female,25,Cosmetics,5,203.3,Cash,24-11-2021,Mall of Istanbul
I265794,C261459,Male,33,Clothing,3,900.24,Debit Card,14-02-2023,Mall of Istanbul
I107823,C204840,Female,66,Shoes,5,3000.85,Credit Card,17-09-2021,Istinye Park
I331526,C157463,Female,37,Souvenir,3,35.19,Credit Card,11-12-2022,Metropol AVM
I215478,C166304,Male,69,Shoes,2,1200.34,Cash,14-10-2021,Istinye Park
I211868,C338587,Female,37,Shoes,5,3000.85,Cash,13-03-2022,Emaar Square Mall
I117485,C304490,Female,68,Books,3,45.45,Credit Card,07-07-2021,Kanyon
I289114,C113688,Male,48,Clothing,3,900.24,Debit Card,28-10-2022,Kanyon
I289729,C817996,Female,54,Cosmetics,1,40.66,Credit Card,21-07-2021,Mall of Istanbul
I241785,C931830,Female,54,Cosmetics,1,40.66,Credit Card,07-07-2021,Mall of Istanbul
I427761,C125428,Female,69,Shoes,4,2400.68,Credit Card,22-04-2022,Forum Istanbul
I337706,C126492,Female,41,Books,1,15.15,Credit Card,06-03-2022,Kanyon
I166626,C332667,Female,66,Clothing,4,1200.32,Debit Card,03-03-2023,Metrocity
I236314,C114437,Male,61,Technology,5,5250,Cash,10-08-2021,Istinye Park
I197190,C195540,Female,62,Clothing,2,600.16,Credit Card,18-12-2021,Emaar Square Mall
I239523,C333934,Female,55,Clothing,1,300.08,Credit Card,05-08-2021,Cevahir AVM
I182617,C155046,Female,21,Clothing,2,600.16,Credit Card,06-12-2021,Zorlu Center
I302532,C136166,Male,44,Clothing,5,1500.4,Cash,24-08-2022,Mall of Istanbul
I842391,C126137,Female,25,Shoes,1,600.17,Cash,07-05-2021,Mall of Istanbul
I280218,C209262,Female,64,Technology,4,4200,Credit Card,28-10-2022,Metrocity
I214625,C806835,Male,33,Shoes,4,2400.68,Cash,31-07-2021,Viaport Outlet
I197067,C106441,Female,23,Toys,5,179.2,Cash,02-04-2021,Emaar Square Mall
I174518,C230911,Male,45,Shoes,4,2400.68,Credit Card,03-02-2021,Zorlu Center
I983066,C264587,Female,65,Food & Beverage,1,5.23,Cash,08-11-2021,Viaport Outlet
I287344,C556406,Female,19,Food & Beverage,3,15.69,Cash,24-04-2021,Kanyon
I312173,C149490,Male,59,Clothing,4,1200.32,Cash,09-01-2021,Kanyon
I256067,C272162,Female,27,Cosmetics,2,81.32,Cash,02-04-2021,Emaar Square Mall
I185510,C189934,Female,24,Food & Beverage,5,26.15,Cash,14-01-2022,Emaar Square Mall
I114880,C881426,Female,62,Food & Beverage,1,5.23,Debit Card,23-02-2022,Cevahir AVM
I204170,C186435,Female,52,Clothing,3,900.24,Credit Card,30-09-2022,Metropol AVM
I984094,C249818,Male,65,Souvenir,4,46.92,Credit Card,16-10-2022,Kanyon
I159057,C227706,Female,37,Books,3,45.45,Debit Card,20-03-2021,Metropol AVM
I174489,C236881,Male,48,Books,5,75.75,Cash,24-04-2021,Istinye Park
I939947,C307940,Male,24,Clothing,2,600.16,Cash,18-08-2021,Forum Istanbul
I946274,C806853,Female,45,Shoes,5,3000.85,Cash,04-01-2021,Kanyon
I371992,C510596,Female,44,Books,1,15.15,Debit Card,21-03-2021,Metrocity
I149026,C240770,Male,39,Clothing,1,300.08,Credit Card,30-07-2022,Viaport Outlet
I287041,C163325,Female,50,Cosmetics,5,203.3,Credit Card,30-08-2022,Mall of Istanbul
I323407,C241345,Female,40,Toys,4,143.36,Credit Card,25-01-2023,Mall of Istanbul
I433430,C282448,Male,62,Toys,3,107.52,Debit Card,23-07-2021,Mall of Istanbul
I140863,C240208,Male,18,Cosmetics,2,81.32,Debit Card,13-07-2021,Istinye Park
I246926,C337392,Male,52,Technology,1,1050,Credit Card,19-08-2022,Forum Istanbul
I172113,C303471,Male,66,Cosmetics,3,121.98,Cash,08-12-2021,Istinye Park
I246250,C485094,Female,38,Clothing,5,1500.4,Cash,14-03-2022,Kanyon
I237550,C169800,Male,64,Food & Beverage,4,20.92,Cash,12-06-2021,Metropol AVM
I155158,C927807,Female,44,Books,4,60.6,Debit Card,11-03-2021,Mall of Istanbul
I255537,C244132,Female,31,Clothing,5,1500.4,Cash,05-07-2021,Zorlu Center
I702237,C192971,Female,49,Clothing,5,1500.4,Credit Card,04-11-2021,Mall of Istanbul
I685727,C251902,Male,24,Books,4,60.6,Credit Card,14-07-2022,Metropol AVM
I159983,C113179,Male,65,Toys,4,143.36,Debit Card,14-10-2021,Forum Istanbul
I847315,C207762,Male,20,Shoes,4,2400.68,Debit Card,08-04-2021,Metropol AVM
I288063,C680739,Female,38,Souvenir,1,11.73,Credit Card,15-12-2021,Mall of Istanbul
I249401,C334455,Female,36,Technology,4,4200,Credit Card,20-02-2021,Kanyon
I238275,C175297,Female,34,Food & Beverage,1,5.23,Credit Card,29-07-2021,Kanyon
I201429,C156824,Female,59,Toys,4,143.36,Credit Card,24-06-2022,Metrocity
I109848,C210830,Female,35,Cosmetics,3,121.98,Debit Card,22-03-2021,Kanyon
I252806,C524013,Female,31,Food & Beverage,2,10.46,Cash,01-07-2021,Metropol AVM
I609226,C148239,Male,21,Technology,3,3150,Debit Card,29-04-2021,Mall of Istanbul
I304380,C223564,Female,61,Clothing,5,1500.4,Credit Card,26-03-2021,Kanyon
I334600,C301014,Male,43,Clothing,3,900.24,Credit Card,20-12-2022,Forum Istanbul
I609968,C338960,Female,37,Clothing,3,900.24,Cash,26-08-2022,Kanyon
I585196,C129923,Male,26,Clothing,4,1200.32,Debit Card,17-12-2021,Metrocity
I315673,C202930,Female,30,Clothing,5,1500.4,Debit Card,17-12-2021,Metrocity
I815372,C195722,Female,48,Technology,2,2100,Credit Card,21-02-2021,Cevahir AVM
I132490,C263095,Female,54,Food & Beverage,1,5.23,Debit Card,16-09-2022,Kanyon
I183558,C979070,Female,39,Souvenir,2,23.46,Debit Card,30-03-2021,Mall of Istanbul
I239303,C209091,Female,63,Clothing,3,900.24,Debit Card,25-07-2021,Zorlu Center
I244525,C313032,Female,36,Cosmetics,5,203.3,Debit Card,20-11-2022,Metrocity
I786441,C151925,Female,18,Clothing,3,900.24,Credit Card,12-01-2023,Metropol AVM
I224349,C902664,Male,19,Clothing,1,300.08,Credit Card,26-10-2022,Mall of Istanbul
I245882,C117772,Male,45,Clothing,3,900.24,Cash,25-03-2021,Mall of Istanbul
I144151,C144525,Female,68,Clothing,5,1500.4,Debit Card,08-10-2021,Viaport Outlet
I102268,C298559,Female,47,Shoes,4,2400.68,Cash,31-01-2022,Zorlu Center
I291470,C280151,Male,62,Clothing,3,900.24,Credit Card,26-11-2022,Metrocity
I160484,C343562,Male,62,Clothing,5,1500.4,Cash,26-06-2022,Metrocity
I245557,C218950,Male,42,Technology,4,4200,Credit Card,17-11-2021,Metropol AVM
I266583,C126941,Male,23,Toys,3,107.52,Credit Card,11-01-2021,Mall of Istanbul
I151185,C244226,Male,45,Clothing,5,1500.4,Cash,20-04-2021,Kanyon
I532584,C188819,Female,28,Clothing,3,900.24,Credit Card,15-06-2021,Zorlu Center
I152043,C194522,Female,60,Shoes,3,1800.51,Credit Card,31-07-2022,Forum Istanbul
I800663,C148039,Male,18,Clothing,2,600.16,Cash,16-03-2021,Mall of Istanbul
I126102,C271151,Male,21,Clothing,2,600.16,Cash,04-09-2022,Kanyon
I139930,C163713,Male,61,Cosmetics,2,81.32,Cash,12-10-2021,Metropol AVM
I207711,C293739,Female,42,Clothing,3,900.24,Debit Card,28-09-2022,Metropol AVM
I318856,C180570,Male,68,Clothing,5,1500.4,Cash,06-03-2022,Mall of Istanbul
I110405,C284197,Female,68,Toys,3,107.52,Cash,19-06-2021,Emaar Square Mall
I128694,C276976,Female,59,Cosmetics,3,121.98,Cash,23-10-2022,Kanyon
I334233,C205485,Male,66,Cosmetics,4,162.64,Cash,05-02-2022,Emaar Square Mall
I294849,C337518,Female,34,Clothing,5,1500.4,Cash,12-09-2021,Emaar Square Mall
I110843,C295018,Male,40,Clothing,5,1500.4,Debit Card,28-02-2022,Mall of Istanbul
I277458,C132322,Female,18,Food & Beverage,1,5.23,Cash,02-05-2021,Kanyon
I134374,C177487,Male,58,Cosmetics,2,81.32,Cash,01-11-2022,Mall of Istanbul
I252404,C219723,Female,61,Clothing,2,600.16,Cash,24-09-2021,Mall of Istanbul
I155920,C274642,Female,53,Cosmetics,4,162.64,Cash,31-05-2022,Metropol AVM
I256231,C102500,Male,41,Clothing,5,1500.4,Credit Card,23-07-2021,Metrocity
I110327,C338665,Male,65,Clothing,4,1200.32,Cash,06-11-2022,Metrocity
I164233,C410490,Female,31,Clothing,5,1500.4,Debit Card,02-12-2022,Zorlu Center
I135149,C143638,Female,27,Cosmetics,3,121.98,Debit Card,09-06-2022,Kanyon
I129429,C212558,Male,41,Clothing,1,300.08,Credit Card,05-10-2021,Kanyon
I143112,C285818,Male,69,Technology,2,2100,Credit Card,08-07-2022,Metropol AVM
I317873,C535096,Female,49,Clothing,1,300.08,Credit Card,27-01-2023,Zorlu Center
I676809,C799555,Female,21,Toys,4,143.36,Credit Card,31-07-2022,Kanyon
I195962,C823090,Male,44,Cosmetics,5,203.3,Credit Card,04-10-2021,Forum Istanbul
I194098,C216386,Male,44,Books,5,75.75,Debit Card,26-10-2021,Zorlu Center
I301054,C246366,Male,21,Clothing,3,900.24,Cash,04-04-2021,Mall of Istanbul
I299815,C226266,Female,49,Cosmetics,1,40.66,Credit Card,10-10-2022,Metrocity
I150400,C219995,Female,30,Clothing,3,900.24,Debit Card,07-01-2023,Metrocity
I628166,C227588,Male,47,Clothing,3,900.24,Debit Card,02-07-2022,Metrocity
I944472,C250291,Female,41,Technology,1,1050,Cash,10-09-2021,Kanyon
I233133,C561819,Female,19,Books,2,30.3,Credit Card,18-01-2021,Zorlu Center
I145533,C121874,Female,32,Clothing,4,1200.32,Cash,21-02-2022,Metropol AVM
I308369,C574098,Male,35,Food & Beverage,3,15.69,Debit Card,04-01-2021,Metrocity
I194574,C152511,Female,46,Cosmetics,1,40.66,Credit Card,15-06-2022,Istinye Park
I807370,C253885,Male,59,Cosmetics,2,81.32,Cash,09-11-2022,Metropol AVM
I759554,C889154,Female,48,Food & Beverage,5,26.15,Cash,25-09-2021,Viaport Outlet
I305181,C177955,Male,39,Shoes,4,2400.68,Cash,14-02-2021,Cevahir AVM
I162283,C173014,Female,47,Books,2,30.3,Credit Card,14-11-2021,Viaport Outlet
I286335,C542440,Female,66,Cosmetics,5,203.3,Cash,01-08-2022,Forum Istanbul
I102610,C167297,Female,37,Food & Beverage,3,15.69,Credit Card,24-03-2022,Istinye Park
I275271,C984528,Female,25,Cosmetics,1,40.66,Credit Card,30-09-2021,Mall of Istanbul
I172841,C157938,Female,30,Clothing,1,300.08,Debit Card,26-03-2022,Zorlu Center
I141434,C301868,Male,42,Clothing,2,600.16,Credit Card,19-12-2021,Forum Istanbul
I329646,C110428,Female,42,Technology,5,5250,Credit Card,19-10-2021,Zorlu Center
I118433,C164655,Male,66,Technology,1,1050,Cash,23-05-2021,Metrocity
I287972,C186335,Female,44,Food & Beverage,2,10.46,Debit Card,28-08-2022,Kanyon
I853787,C287373,Female,52,Toys,4,143.36,Credit Card,21-12-2022,Kanyon
I986090,C294195,Female,53,Clothing,1,300.08,Credit Card,12-11-2022,Mall of Istanbul
I252715,C623628,Female,35,Clothing,3,900.24,Cash,02-01-2023,Mall of Istanbul
I409107,C120493,Female,34,Food & Beverage,1,5.23,Credit Card,29-09-2021,Metrocity
